price,tag_seller,tag_condition,storage_gb,neverlock,loan,installment_loan,guarantee,color_black,color_rose,color_gold,color_silver,color_red,chargin_adapter,wire,box,case,glass,earphones,discount,time_exec_pub,time_seller_reg
6000.0,1,0,32,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2.0,1728.0
3700.0,1,0,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,2369.0
6660.55,1,0,128,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,3495.0
4129.54,1,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1212.0
6500.0,1,0,32,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,2.0,2186.0
6995.0,1,1,32,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1.0,1728.0
4200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,2278.0
3759.0,1,0,32,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.0,1120.0
7000.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.0,1120.0
6260.92,1,0,32,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,908.0
7193.39,1,0,128,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,908.0
5399.0,1,0,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1212.0
3680.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2369.0
6999.0,1,0,32,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1.0,2520.0
4900.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1697.0
5000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,2734.0
2500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3281.0
4499.0,1,0,32,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2.0,2520.0
4590.0,1,0,32,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,2520.0
6490.0,1,0,32,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1.0,2520.0
6700.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.0,2520.0
7890.0,1,0,128,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2.0,2520.0
4500.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.0,2520.0
4129.54,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,725.0
6260.92,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,725.0
3703.27,1,0,32,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2.0,1059.0
4490.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0.0,2520.0
5100.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1973.0
5599.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1120.0
1200.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,847.0
5499.0,1,0,128,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,1608.0
6700.0,0,0,256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,3250.0
7000.0,1,0,128,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.0,3434.0
6999.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,967.0
4000.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,2063.0
4400.0,0,0,128,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,3281.0
6275.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1151.0
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,3830.0
3900.0,1,0,32,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,2.0,2186.0
7300.0,1,0,128,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2.0,2186.0
6127.71,1,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1789.0
4900.0,0,0,32,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2.0,817.0
7500.0,0,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,3250.0
4800.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0,2643.0
4199.0,1,0,32,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,967.0
3969.69,1,0,32,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,2.0,512.0
6260.92,1,0,32,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,2.0,512.0
5000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,3464.0
3950.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1973.0
7500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,2428.0
9198.0,1,1,128,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.0,3342.0
2200.0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2186.0
3950.0,1,0,32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2916.0
3999.0,1,0,32,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1.0,633.0
5000.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,2400.0
5100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1697.0
4099.0,1,0,32,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1697.0
3999.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,3981.0
3000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1577.0
3969.69,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,3158.0
4000.0,1,0,32,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2.0,512.0
4999.0,1,0,128,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1.0,2034.0
5900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,2155.0
4499.0,1,0,32,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,2.0,420.0
6450.0,1,0,32,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,573.0
3750.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2704.0
21553.54,1,1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1151.0
2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,359.0
5700.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,3403.0
61277.06,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1424.0
6000.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1850.0
4662.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1942.0
8000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2339.0
5300.0,0,0,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,633.0
5300.0,0,0,32,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,3189.0
4444.0,0,0,32,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.0,2643.0
15186.05,1,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,786.0
4395.96,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1942.0
3700.0,1,0,32,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1.0,2369.0
6050.0,1,0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2247.0
6127.71,1,0,32,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2.0,573.0
2800.0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,908.0
4999.0,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,908.0
8499.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,908.0
3950.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1.0,2916.0
19980.0,1,1,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,908.0
7799.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,908.0
30345.47,1,1,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1151.0
8500.0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,2003.0
0.0,0,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,481.0
6500.0,0,0,256,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2.0,328.0
5000.0,0,0,256,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2186.0
3990.0,1,0,32,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,2063.0
7200.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1029.0
5062.02,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2734.0
4500.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2490.0
4000.0,1,0,32,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.0,3434.0
4000.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2.0,267.0
9899.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,908.0
5899.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,3830.0
3999.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,3830.0
3999.0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,3830.0
5300.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2916.0
2500.0,1,0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1212.0
3500.0,1,0,32,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,1212.0
2500.0,1,0,32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1212.0
5900.0,1,0,32,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1212.0
3300.0,1,0,16,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,1212.0
4000.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,2459.0
5100.0,1,0,128,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,573.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1394.0
4500.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1789.0
3500.0,0,0,128,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,3800.0
5900.0,1,0,32,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1212.0
5900.0,1,0,32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0,1212.0
3700.0,1,0,32,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0,1212.0
3700.0,1,0,32,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.0,1212.0
2700.0,1,0,16,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.0,1212.0
2500.0,1,0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1212.0
5300.0,0,0,128,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,2308.0
5100.0,1,1,32,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,2793.0
4250.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,3342.0
3250.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0
4400.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,908.0
3699.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,236.0
3499.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2.0,236.0
3350.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3250.0
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3220.0
3500.0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0
2999.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3220.0
3250.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0
3199.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1.0,3311.0
4399.0,1,0,32,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.0,236.0
3289.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.0,2885.0
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2.0,236.0
3497.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2.0,236.0
3497.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2.0,236.0
3200.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3555.0
3467.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,236.0
3300.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.0,236.0
1200.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,755.0
3999.0,1,0,32,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2.0,236.0
7499.0,1,0,128,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,2.0,573.0
4199.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,236.0
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0
4500.0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,420.0
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1.0,236.0
5600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1973.0
3950.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.0,2916.0
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.0,236.0
4199.0,1,0,32,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,236.0
3296.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0
3199.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0
4399.0,1,0,32,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,236.0
3399.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1.0,3311.0
8999.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,908.0
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.0,236.0
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,236.0
3699.0,1,0,32,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0
3699.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,236.0
3490.0,1,0,32,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,236.0
4400.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0
3349.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,236.0
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
3469.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,236.0
3999.0,1,0,32,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1.0,236.0
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,236.0
5000.0,1,0,128,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.0,3434.0
4200.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,512.0
4262.75,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0
3100.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,633.0
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.0,208.0
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0.0,208.0
3499.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0
3449.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,236.0
3492.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,236.0
6199.0,1,0,32,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,236.0
5500.0,0,0,128,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,1608.0
2200.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0
4500.0,1,0,256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,2400.0
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
4199.0,1,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,908.0
3100.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3281.0
5899.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3830.0
3600.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.0,208.0
4200.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2490.0
3990.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0
5899.0,1,0,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0
3499.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
3499.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
3800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1759.0
6499.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,236.0
3699.0,1,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0
5499.0,1,1,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,208.0
11499.0,1,1,256,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,208.0
5400.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.0,1243.0
3950.0,1,0,32,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1120.0
3499.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0
3600.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0
4100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,755.0
4300.0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2247.0
3500.0,1,0,32,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2916.0
4250.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1120.0
7000.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1273.0
8999.0,0,1,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1547.0
3699.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,236.0
3999.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.0,2247.0
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1638.0
5899.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1638.0
3999.0,1,0,32,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1638.0
2299.0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1638.0
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,236.0
5000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1304.0
3700.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0,236.0
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2459.0
3500.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2459.0
11499.0,1,1,256,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,208.0
5500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3524.0
3700.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2581.0
2999.0,1,0,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,2612.0
4699.0,1,0,32,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1.0,573.0
4262.75,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,908.0
3200.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2125.0
3700.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,267.0
3499.0,1,0,32,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.0,2612.0
3499.0,1,0,32,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.0,2612.0
1899.0,1,0,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,2612.0
3600.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,236.0
5900.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1120.0
3996.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,208.0
3950.0,1,0,32,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.0,2916.0
4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,3130.0
4400.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,4834.0
5600.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2581.0
4800.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2824.0
1199.0,1,0,16,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.0,2612.0
4100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1669.0
4299.0,1,0,32,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,3586.0
5499.0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1912.0
5300.0,0,0,128,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,2155.0
1500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1455.0
2750.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,967.0
5600.0,0,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,389.0
